category;subcategory;level;question;correct;wrong1;wrong2
Bajki i Legendy;Cry Babies;średnie;Jak nazywa się kraina, w której mieszkają Cry Babies?;Dolina Magic Tears;Kraina Lodu;Stumilowy Las
Bajki i Legendy;Cry Babies;trudne;Jak ma na imię laleczka w stroju biedronki?;Lady;Connie;Kristal
Bajki i Legendy;Cry Babies;średnie;Czym podróżują Cry Babies w swojej krainie?;Magicznymi pojazdami;Samolotem;Pociągiem
Bajki i Legendy;Strażnicy Przyrody;łatwe;Czym zajmują się Strażnicy Przyrody?;Ochroną parków i natury;Budowaniem wieżowców;Sprzedażą lodów
Bajki i Legendy;Strażnicy Przyrody;średnie;Jak ma na imię niedźwiadek z drużyny?;Kodi;Eddy;Summer
Bajki i Legendy;Strażnicy Przyrody;średnie;Jak ma na imię dziewczynka, która jest liderką grupy?;Summer;Dora;Ariel
Bajki i Legendy;Strażnicy Przyrody;średnie;Jak nazywa się mały lisek z drużyny?;Eddy;Kodi;Pikuś
Bajki i Legendy;Strażnicy Przyrody;trudne;Co noszą Strażnicy na piersiach, co pomaga im w misjach?;Magiczne odznaki;Naszyjniki;Zegarki
Bajki i Legendy;Strażnicy Przyrody;łatwe;Gdzie pracują Strażnicy Przyrody?;W Parku Narodowym;W mieście;W szkole
Bajki i Legendy;Strażnicy Przyrody;średnie;Które zwierzę jest ich opiekunem i przewodnikiem?;Wielki Duch (Niedźwiedź);Orzeł;Wilk
Bajki i Legendy;Strażnicy Przyrody;trudne;Jak nazywa się miejsce, w którym Strażnicy planują misje?;Baza w jaskini;Domek na drzewie;Zamek
Bajki i Legendy;Strażnicy Przyrody;średnie;Przed czym Strażnicy chronią park?;Przed zniszczeniem i śmieciami;Przed deszczem;Przed słońcem
Bajki i Legendy;Strażnicy Przyrody;średnie;Czym podróżują Strażnicy po parku?;Rowerami i pieszo;Wielką rakietą;Statkiem
Bajki i Legendy;Vaiana;łatwe;Jak nazywa się prosiaczek Vaiany?;Pua;Heihei;Maui
Bajki i Legendy;Vaiana;średnie;Jak nazywa się babcia Vaiany, która uczy ją o oceanie?;Tala;Sina;Te Fiti
Bajki i Legendy;Vaiana;łatwe;Z czym Vaiana rozmawia i co jej pomaga w drodze?;Ocean;Las;Góry
Bajki i Legendy;Vaiana;średnie;Gdzie Vaiana znalazła ukryte statki swoich przodków?;W jaskini za wodospadem;W piasku;W lesie
Bajki i Legendy;Vaiana;średnie;Jak nazywa się potwór z lawy, który chce serca Te Fiti?;Te Ka;Tamatoa;Kakamora
Bajki i Legendy;Vaiana;trudne;Jak nazywa się wielki krab, który kocha złoto i błyskotki?;Tamatoa;Maui;Pua
Bajki i Legendy;Vaiana;średnie;Jakie małe stworki w maskach z kokosów atakują Vaianę?;Kakamora;Małpki;Piraci
Bajki i Legendy;Vaiana;łatwe;Na czym Vaiana pływa przez ocean?;Na łodzi (katamaranie);Na statku;Na desce
Bajki i Legendy;Vaiana;średnie;Kim z zawodu jest tata Vaiany?;Wodzem wyspy;Rybakiem;Kucharzem
Bajki i Legendy;Vaiana;trudne;Jak nazywa się wyspa, na której mieszka Vaiana?;Motunui;Hawaje;Madagaskar
Bajki i Legendy;Psi Patrol;łatwe;Który piesek z Psiego Patrolu jest strażakiem?;Marshall;Chase;Rocky
Bajki i Legendy;Psi Patrol;średnie;Który piesek zajmuje się recyklingiem i naprawianiem rzeczy?;Rocky;Zuma;Rubble
Bajki i Legendy;Psi Patrol;łatwe;Jak wabi się piesek, który jeździ wielką koparką?;Rubble;Marshall;Chase
Bajki i Legendy;Psi Patrol;średnie;Który piesek ratuje zwierzęta w wodzie?;Zuma;Skye;Everest
Bajki i Legendy;Psi Patrol;średnie;Jak wabi się suczka, która pomaga w górach i na śniegu?;Everest;Skye;Liberty
Bajki i Legendy;Psi Patrol;trudne;Jak nazywa się miasto, w którym mieszka Psi Patrol?;Zatoka Przygód;Nibylandia;Kraków
Bajki i Legendy;Psi Patrol;średnie;Jak nazywa się burmistrz, który zawsze ma kurczaka o imieniu Chickaletta?;Burmistrz Humdinger;Pani Burmistrz Goodway;Ryder
Bajki i Legendy;Psi Patrol;trudne;Jak nazywa się piesek, który potrafi tropić jak szpieg?;Chase;Rocky;Marshall
Bajki i Legendy;Psi Patrol;łatwe;Co mówi Ryder, gdy wzywa pieski?;"Psi Patrol melduje się w bazie!";"Chodźcie na obiad!";"Czas na zabawę!"
Bajki i Legendy;Psi Patrol;średnie;Gdzie pieski czekają na odprawę przed misją?;W Wieży (Bazie);W budzie;W parku
Bajki i Legendy;Jeźdźcy Smoków;łatwe;Jak nazywa się główny bohater, który oswoił Szczerbatka?;Czkawka;Sączysmark;Śledzik
Bajki i Legendy;Jeźdźcy Smoków;średnie;Jak ma na imię dzielna dziewczyna, przyjaciółka Czkawki?;Astrid;Heather;Ruffnut
Bajki i Legendy;Jeźdźcy Smoków;łatwe;Jakiego koloru jest smok Szczerbatek?;Czarny;Czerwony;Niebieski
Bajki i Legendy;Jeźdźcy Smoków;średnie;Jak nazywa się smok Astrid?;Wichura;Hakokieł;Sztukamięs
Bajki i Legendy;Jeźdźcy Smoków;trudne;Jak nazywa się gatunek smoka Wichury?;Śmiertelnik Zębacz;Nocna Furia;Gronkiel
Bajki i Legendy;Jeźdźcy Smoków;średnie;Co Czkawka stracił w walce ze smokiem (część ciała)?;Nogę;Rękę;Ucho
Bajki i Legendy;Jeźdźcy Smoków;trudne;Jak nazywa się smok Sączysmarka, który zieje ogniem?;Hakokieł;Sztukamięs;Wichura
Bajki i Legendy;Jeźdźcy Smoków;średnie;Z czego zrobiona jest proteza ogona Szczerbatka?;Z metalu i skóry;Z drewna;Z plastiku
Bajki i Legendy;Jeźdźcy Smoków;trudne;Jak nazywają się dwa smoki, które mają dwie głowy?;Zębiłap;Gronkiel;Nocna Furia
Bajki i Legendy;Jeźdźcy Smoków;łatwe;Czym zajmują się bohaterowie na wyspie Berk?;Trenowaniem smoków;Łowieniem motyli;Budowaniem wieżowców
Bajki i Legendy;Kraina Lodu;łatwe;Jak ma na imię siostra Elzy?;Anna;Zofia;Maja
Bajki i Legendy;Kraina Lodu;średnie;Kim z zawodu jest Kristoff?;Sprzedawcą lodu;Królem;Rybakiem
Bajki i Legendy;Kraina Lodu;średnie;Jak nazywa się zły książę, który oszukał Annę?;Hans;Kristoff;Sven
Bajki i Legendy;Kraina Lodu;łatwe;Co ulepiła Elza, gdy uciekła z zamku?;Lodowy pałac;Domek z piernika;Bałwana Olafa
Bajki i Legendy;Kraina Lodu;średnie;Jakie zwierzątko z lasu zaprzyjaźniło się z Anną i Elzą (mały jaszczur)?;Bruni (Salamandra);Sven;Piesek
Bajki i Legendy;Kraina Lodu;trudne;Jak nazywał się olbrzymi potwór ze śniegu, którego stworzyła Elza?;Puszek;Olaf;Sven
Bajki i Legendy;Kraina Lodu;średnie;Co jest jedynym lekiem na zamarznięte serce?;Akt prawdziwej miłości;Gorąca herbata;Ciepły koc
Bajki i Legendy;Kraina Lodu;trudne;Jak nazywa się ojciec Anny i Elzy (król)?;Agnarr;Hans;Oken
Bajki i Legendy;Kraina Lodu;łatwe;Jaki utwór śpiewa Elza, gdy tworzy lodowy pałac?;"Mam tę moc";"Sto lat";"Wlazł kotek"
Bajki i Legendy;Kraina Lodu;średnie;Gdzie mieszkają trolle, przyjaciele Kristoffa?;W Dolinie Żywej Skały;W lesie;W jaskini
Bajki i Legendy;Kotki Gabi;łatwe;Kogo Gabi zawsze prosi o pomoc w kuchni?;Łasucha;Pandusia;Kicikasię
Bajki i Legendy;Kotki Gabi;średnie;Jak nazywa się mały kotek, który jest ekspertem od robótek ręcznych?;Tekturzątko;Wróżkotka;DJ Kocimiętka
Bajki i Legendy;Kotki Gabi;średnie;Jakiego koloru jest sypialnia w domku Gabi?;Tęczowa;Zielona;Brązowa
Bajki i Legendy;Kotki Gabi;łatwe;Jak nazywa się ulubiona przytulanka Gabi?;Pandy Pikuś;Misiu;Kiciuś
Bajki i Legendy;Kotki Gabi;średnie;Co robi Syrenkotka w łazience?;Bierze kąpiel z pianą;Gotuje zupę;Śpi w łóżku
Bajki i Legendy;Oktonauci;łatwe;Jak nazywa się pingwin, który jest lekarzem Oktonautów?;Piniusz;Barnaba;Kwazi
Bajki i Legendy;Oktonauci;średnie;Który Oktonauta jest najodważniejszym piratem?;Kwazi;Piniusz;Tweak
Bajki i Legendy;Oktonauci;średnie;Jak nazywa się królik, który buduje wszystkie maszyny?;Tweak;Dasia;Barnaba
Bajki i Legendy;Oktonauci;łatwe;Jakiego zwierzęcia Kapitan Barnaba jest przedstawicielem?;Niedźwiedzia polarnego;Psa;Kota
Bajki i Legendy;Oktonauci;średnie;Co robią Oktonauci, gdy widzą chore zwierzę?;Leczą je i ratują;Uciekają;Robią zdjęcie
Bajki i Legendy;Cry Babies;łatwe;Z czego zrobione są domki laleczek w krainie Magic Tears?;Z butelek do karmienia;Z klocków;Z piernika
Bajki i Legendy;Cry Babies;średnie;Jak ma na imię laleczka w stroju foki?;Kristal;Lala;Lea
Bajki i Legendy;Cry Babies;średnie;Jaki kolor włosów ma laleczka Katie?;Różowy;Niebieski;Zielony
Bajki i Legendy;Cry Babies;łatwe;Co jedzą laleczki, aby ich łzy stały się magiczne?;Specjalne owoce i jedzenie;Lody;Czekoladę
Bajki i Legendy;Cry Babies;średnie;Jak ma na imię laleczka w stroju jednorożca?;Dreamy;Lala;Connie
Bajki i Legendy;Strażnicy Przyrody;łatwe;Jakie zwierzątko pomaga Summer w jej misjach?;Motyl;Piesek;Kotka
Bajki i Legendy;Strażnicy Przyrody;średnie;Co robią Strażnicy, gdy w parku pojawiają się śmieci?;Sprzątają je;Zostawiają je;Bawią się nimi
Bajki i Legendy;Strażnicy Przyrody;średnie;Jak ma na imię mały jelonek z lasu?;Niedźwiadek;Jelonek;Lisek
Bajki i Legendy;Strażnicy Przyrody;łatwe;Z kim rozmawiają Strażnicy, żeby poznać tajemnice parku?;Z duchem drzewa;Z kamieniem;Z słońcem
Bajki i Legendy;Strażnicy Przyrody;średnie;Jaki kolor ma mundur Kodiego?;Niebieski;Pomarańczowy;Zielony
Bajki i Legendy;Vaiana;łatwe;Co Vaiana najbardziej kocha robić na oceanie?;Żeglować;Nurkować;Łowić ryby
Bajki i Legendy;Vaiana;średnie;Gdzie Vaiana schowała serce Te Fiti na początku wyprawy?;W naszyjniku;W kieszeni;W łodzi
Bajki i Legendy;Vaiana;średnie;Jak nazywa się tata Vaiany?;Wódz Tui;Maui;Pua
Bajki i Legendy;Vaiana;łatwe;Jakiego koloru jest kwiat, który Vaiana nosi we włosach?;Różowy;Niebieski;Żółty
Bajki i Legendy;Vaiana;średnie;Kim z zawodu jest Maui?;Półbogiem;Rybakiem;Królem
Bajki i Legendy;Psi Patrol;łatwe;Który piesek z Psiego Patrolu najbardziej boi się wody?;Rocky;Zuma;Marshall
Bajki i Legendy;Psi Patrol;łatwe;Który piesek ma na imię Marshall i jest dalmatyńczykiem?;Strażak;Policjant;Budowniczy
Bajki i Legendy;Psi Patrol;średnie;Jak nazywa się zły burmistrz, który zawsze psoci?;Humdinger;Ryder;Goodway
Bajki i Legendy;Psi Patrol;łatwe;Który piesek jest ekspertem od lotów?;Skye;Everest;Liberty
Bajki i Legendy;Psi Patrol;średnie;Jak nazywa się baza, w której mieszkają pieski?;Baza/Wieża;Zamek;Garaż
Bajki i Legendy;Psi Patrol;średnie;Który piesek kocha góry i śnieg?;Everest;Zuma;Chase
Bajki i Legendy;Psi Patrol;łatwe;Jakie hasło mówi Chase?;"Chase się tym zajmie!";"Pali się!";"Wodna akcja!"
Bajki i Legendy;Psi Patrol;średnie;Jak ma na imię kurczak Pani Burmistrz?;Chickaletta;Koko;Pipi
Bajki i Legendy;Psi Patrol;łatwe;Co Ryder rozdaje pieskom na koniec misji?;Przysmaki;Medale;Zabawki
Bajki i Legendy;Psi Patrol;średnie;Jak nazywa się piesek-robot, który prowadzi Patrolowiec?;Robo-pies;Mechanik;Blaszak
Bajki i Legendy;Jeźdźcy Smoków;łatwe;Jak nazywa się wyspa, na której żyją wikingowie i smoki?;Berk;Tora;Lawa
Bajki i Legendy;Jeźdźcy Smoków;średnie;Jak nazywa się smok Śledzika?;Sztukamięs;Szczerbatek;Wichura
Bajki i Legendy;Jeźdźcy Smoków;średnie;Który smok potrafi stawać się niewidzialny?;Zmiennoskrzydły;Nocna Furia;Gronkiel
Bajki i Legendy;Jeźdźcy Smoków;łatwe;Co jedzą smoki na wyspie Berk?;Ryby;Trawę;Owoce
Bajki i Legendy;Jeźdźcy Smoków;średnie;Jak ma na imię tata Czkawki?;Stoick Ważki;Śledzik;Sączysmark
Bajki i Legendy;Kraina Lodu;łatwe;Z czego zrobiona jest suknia Elzy po przemianie?;Z lodu i śniegu;Z bawełny;Z papieru
Bajki i Legendy;Kraina Lodu;średnie;Kto towarzyszy Annie w drodze do Północnej Góry?;Kristoff i Sven;Hans;Książę
Bajki i Legendy;Kraina Lodu;łatwe;Co Olaf najbardziej chciałby zobaczyć?;Lato;Zimę;Deszcz
Bajki i Legendy;Kraina Lodu;średnie;Jak nazywa się troll, który opiekuje się Kristoffem?;Pabbie;Olaf;Sven
Bajki i Legendy;Kraina Lodu;średnie;Jaki kolor mają włosy Anny?;Rudy;Blond;Czarny
Bajki i Legendy;Bluey;łatwe;Jak nazywa się młodsza siostra Bluey?;Bingo;Bella;Buba
Bajki i Legendy;Bluey;średnie;Jakiego koloru jest piesek Bluey?;Niebieskiego;Czerwonego;Białego
Bajki i Legendy;Bluey;średnie;W jakim kraju mieszka rodzina Bluey?;W Australii;W Polsce;W Ameryce
Bajki i Legendy;Bluey;łatwe;Jak ma na imię tata Bluey?;Bandit;Chilli;Bingo
Bajki i Legendy;Bluey;średnie;W co Bluey i Bingo najczęściej się bawią?;W dorosłych i sklep;W chowanego;W berka
Bajki i Legendy;Świat Peppy;łatwe;Jak ma na imię młodszy brat świnki Peppy?;George;Tom;Jack
Bajki i Legendy;Świat Peppy;łatwe;Co świnka Peppa najbardziej lubi robić?;Skakać w błotnistych kałużach;Czytać książki;Spać
Bajki i Legendy;Świat Peppy;średnie;Jak nazywa się najlepsza przyjaciółka Peppy?;Owca Suzy;Królik Rebecca;Kotka Candy
Bajki i Legendy;Świat Peppy;średnie;Jakiego koloru jest sukienka Peppy?;Czerwonego;Niebieskiego;Zielonego
Bajki i Legendy;Świat Peppy;łatwe;Co nosi Tata Świnka?;Okulary;Czapkę;Krawat
Bajki i Legendy;Bluey;łatwe;Jakiej rasy psami są bohaterowie bajki Bluey?;Australian Cattle Dog (Heeler);Labrador;Pudel
Bajki i Legendy;Bluey;łatwe;Jak ma na imię mama Bluey?;Chilli;Bingo;Wendy
Bajki i Legendy;Bluey;średnie;Jak nazywa się ulubiona pacynka Bluey, która jest bardzo złośliwa?;Shaun;Bob;Bill
Bajki i Legendy;Bluey;średnie;W jakiej grze Bluey i Bingo używają magicznej różdżki, by zamrażać tatę?;Czarodziejskie Aspidistry;Zaczarowany flet;Magiczne klocki
Bajki i Legendy;Bluey;łatwe;Jak nazywa się kuzynka Bluey, która jest biała i bardzo spokojna?;Muffin;Socks;Trixie
Bajki i Legendy;Bluey;średnie;Jak nazywa się ulubiona zabawka Bingo, którą zgubiła w parku?;Floppy;Polly;Teddy
Bajki i Legendy;Bluey;średnie;Jaką postać udaje tata, gdy bawią się w "Szpital"?;Pacjenta;Lekarza;Pielęgniarkę
Bajki i Legendy;Bluey;łatwe;Jaki kolor ma Bingo?;Pomarańczowy;Niebieski;Biały
Bajki i Legendy;Bluey;średnie;Jak nazywa się gra, w której Bluey i Bingo udają dwie starsze panie?;Babunie;Ciocie;Mamy
Bajki i Legendy;Bluey;trudne;Jak mają na imię babunie, w które wcielają się Bluey i Bingo?;Janet i Rita;Maja i Gaja;Anna i Elsa
Bajki i Legendy;Bluey;średnie;Jak ma na imię sąsiad rodziny Heelerów, który często bierze udział w ich zabawach?;Pat (tata Lucky’ego);Bob;Chris
Bajki i Legendy;Bluey;średnie;Co robi Bluey, gdy bawi się w "Ksilofon"?;Zamraża inne osoby;Gra piękną muzykę;Chowa się pod łóżkiem
Bajki i Legendy;Bluey;łatwe;Jak nazywa się najlepsza przyjaciółka Bluey ze szkoły?;Chloe;Coco;Indy
Bajki i Legendy;Bluey;średnie;Jakiej rasy jest Chloe, przyjaciółka Bluey?;Dalmatyńczykiem;Mopsem;Owczarkiem
Bajki i Legendy;Bluey;trudne;Jak nazywa się przedszkole, do którego chodzi Bluey?;Szkoła Steinerowska;Leśne przedszkole;Zaczarowany ogród
Bajki i Legendy;Bluey;średnie;W co bawią się dziewczynki, gdy używają liścia jako "chodzącego patyczka"?;W owada (Walking Leaf);W drzewo;W ptaka
Bajki i Legendy;Bluey;średnie;Jak nazywa się brat taty Bluey?;Radley;Stripe;Chris
Bajki i Legendy;Bluey;łatwe;Co tata Bluey najczęściej robi w ogrodzie?;Grilluje;Kopie dziury;Śpi na trawie
Bajki i Legendy;Bluey;średnie;Jak nazywa się młodsza siostra Muffinki?;Socks;Bingo;Judo
Bajki i Legendy;Bluey;trudne;Jak nazywa się gra, w której nie wolno dotknąć stopami podłogi?;Podłoga to lawa;Skoczki;Ptaszki
Bajki i Legendy;Bluey;średnie;Czego nie potrafi robić Muffinka, gdy nosi wielki kołnierz na szyi?;Przestać biegać;Przestać szczekać;Przestać jeść chipsy
Bajki i Legendy;Bluey;średnie;Jak nazywa się gra, w której tata jest wielkim, ciężkim dywanem?;Naleśnik;Dywan;Ciężarówka
Bajki i Legendy;Bluey;średnie;Jaką nazwę nosi odcinek, w którym Bingo uczy się bawić sama w nocy?;Dobranoc;Sen;Księżyc
Bajki i Legendy;Bluey;łatwe;Gdzie pracuje mama Bluey?;Na lotnisku (ochrona);W szkole;W sklepie
Bajki i Legendy;Bluey;średnie;Jak Bluey nazywa swojego tatę?;Tata;Bandit;Król
Bajki i Legendy;Bluey;średnie;Jak nazywa się ulubiony taniec Bluey i jej rodziny?;Taniec-Wyginaniec (Dance Mode);Balet;Walc
Bajki i Legendy;Bluey;trudne;Jak nazywa się odcinek, w którym nikt nie może się odezwać?;Góra Mount Mumanddad;Cicha gra;Zabawa w kino
Bajki i Legendy;Bluey;średnie;Co Bluey i Bingo robią, gdy bawią się w "Hotel"?;Tata jest gościem, a one obsługą;Idą spać;Budują dom z koców
Bajki i Legendy;Bluey;łatwe;Jaki kształt ma domek Bluey?;Jest na wzgórzu z dużymi schodami;Jest pod ziemią;To zamek
Bajki i Legendy;Bluey;średnie;Jak nazywa się gra, w której Bluey i Bingo udają, że są w kosmosie?;Gwiezdne wojny;Planety;Rakieta
Bajki i Legendy;Świat Peppy;łatwe;Jak nazywa się ulubiona zabawka George'a, brata Peppy?;Pan Dinozaur;Pan Miś;Pan Kaczka
Bajki i Legendy;Świat Peppy;średnie;Jak ma na imię opiekunka w przedszkolu Peppy?;Pani Gazela;Pani Królik;Pani Owca
Bajki i Legendy;Świat Peppy;łatwe;Gdzie Peppa i George najbardziej lubią skakać po deszczu?;W błotnistych kałużach;W piaskownicy;W basenie
Bajki i Legendy;Świat Peppy;średnie;Jakiego koloru jest auto rodziny świnek?;Czerwonego;Niebieskiego;Żółtego
Bajki i Legendy;Świat Peppy;łatwe;Jak ma na imię dziadek Peppy, który ma piękny ogród?;Dziadek Świnka;Dziadek Pies;Dziadek Królik
Bajki i Legendy;Świat Peppy;średnie;Czym dziadek Świnka wozi dzieci po swoim ogrodzie?;Małym pociągiem (Gertrudą);Autobusem;Statkiem
Bajki i Legendy;Świat Peppy;łatwe;Jak wabi się złota rybka Peppy?;Goldie;Błystka;Kropka
Bajki i Legendy;Świat Peppy;średnie;Jak ma na imię najlepsza przyjaciółka Peppy?;Owca Suzy;Królik Rebecca;Kotka Candy
Bajki i Legendy;Świat Peppy;średnie;W co Peppa i George bawią się u babci i dziadka na strychu?;W przebieranki;W chowanego;W berka
Bajki i Legendy;Świat Peppy;trudne;Jak ma na imię kuzynka Peppy, która jest już nieco starsza?;Chloé;Becca;Molly
Bajki i Legendy;Świat Peppy;średnie;Co Tata Świnka zawsze gubi i nie może znaleźć?;Okularów;Kluczyków;Butów
Bajki i Legendy;Świat Peppy;łatwe;Co Peppa i jej rodzina robią na koniec każdego żartu?;Przewracają się na plecy i śmieją;Klaszczą;Skaczą
Bajki i Legendy;Świat Peppy;średnie;Jak nazywa się lekarz, który leczy zwierzątka w bajce?;Doktor Chomik;Doktor Pies;Doktor Słoń
Bajki i Legendy;Świat Peppy;trudne;Jak ma na imię mały brat owcy Suzy?;Suzy nie ma brata;George;Zuzu
Bajki i Legendy;Świat Peppy;średnie;Gdzie pracuje Pani Królik (podaj jedno z miejsc)?;W sklepiku z lodami;W kopalni;W cyrku
Bajki i Legendy;Świat Peppy;łatwe;Jak ma na imię mama Peppy?;Mama Świnka;Pani Krowa;Pani Koń
Bajki i Legendy;Świat Peppy;średnie;Co najbardziej lubi jeść George?;Ciasto czekoladowe;Marchewkę;Sałatę
Bajki i Legendy;Świat Peppy;średnie;Jak nazywa się kolega Peppy, który jest psem?;Pedro Pies;Danny Pies;Freddie Pies
Bajki i Legendy;Świat Peppy;trudne;Jak ma na imię Francuzka, która odwiedziła Peppę?;Oślina Delphine;Kicia Kasia;Owca Suzy
Bajki i Legendy;Świat Peppy;średnie;Kto w bajce pilotuje helikopter ratunkowy?;Pani Królik;Tata Świnka;Dziadek Pies
